language,tongue twister,translation
Spanish trabalenguas,"Periquito, el bandolero,
se metió en un sombrero,
El sombrero era de paja,
Se metió en una caja,
La caja era de cartón,
Se metió en un cajón,
El cajón era de pino,
y se metió en un pepino,
El pepino maduró,
y Periquito se salvó."," Thievish parakeet
got into a hat.
The hat was made of hay,
He got into a box.
The box was made of cardboard,
He got into a big box.
The big box was made of pine,
and he got into a cucumber.
The cucumber matured,
and the parakeet escaped."
Spanish trabalenguas,"Comí colimamil,
y me encolimamilé,
ahora para desencolimamilarme,
¿Cómo me desencolimamilaré?"," I ate colimamil,
and I colimamiled my self,
now to uncolimamily myself,
how will I uncolimamily myself?"
Spanish trabalenguas,Yo como puerro pero el perro come puerco. Porqué como puerro pero no puerco pero el perro come puerco pero no puerro?, I eat leek but the dog eats pork. Why do I eat leek but not pork but the dog eats pork but not leek?
Spanish trabalenguas,"Del codo al caño, del caño al codo."," From elbow to wrist, from wrist to elbow."
Spanish trabalenguas,"Un perro en el barro con su rabo barre.
Con su rabo barre un perro en el barro."," A dog in the mud sweeps with his tail.
With his tail a dog sweeps in the mud."
Spanish trabalenguas,Las Palabras:, (?)
Spanish trabalenguas,"El arzobispo de Parangaricutirimicuaro se quiere desarzobisparangaricutirimicuarizar, aquel que lo desarzobisparangaricutirimicuarice un buen desarzobisparangaricutirimicuarizador será, y se le pagará por su dezarsobisparangaricutirimicuarizadura."," The Archbishop of Parangaricutirimicuaro wants to be the Archbishop of Parangaricutirimicuaro no more, the one who makes The Archbishop of Parangaricutirimicuaro an Archbishop of Parangaricutirimicuaro no more will be a good at it and will be paid for making The Archbishop of Parangaricutirimicuaro an Archbishop of Parangaricutirimicuaro no more."
Spanish trabalenguas,Antonio con el moño dio su testimonio en otoño., Antonio with the bowtie/bun (of hair) gave his testimony in autumn.
Spanish trabalenguas,"Papá pon pan para Pepín, para Pepín pon pan papá."," Dad serve bread for Pepin, for Pepin serve bread dad."
Spanish trabalenguas,Tu te te quitó tu tos., Your tea took away your cough.
Spanish trabalenguas,"Para poder hablar,
Tienes que saber,
El saber te da poder,
Para poder hablar,
Hablar por hablar, sin saber
Te quita el poder
Para poder hablar."," To be able to talk,
You have to know,
Knowledge
gives you power
To be able to talk
Talking just to talk,
Without knowing
Takes away the power
To be able to talk"
Sukuma,Nani na nani nangi nanh'we naungi nani.," Who and who, nobody than an instructor."
Swahili,Mbuzi hali nazi kwa vile hawezi kupanda ngazi ndipo azifikie nazi., A goat cannot eat coconut because it cannot climb up a ladder to reach the coconuts up in the coconut tree.
Swahili,Katibu Kata wa Kata ya Mkata amekataa katakata kukata miti katika kata ya Mkata., The head of Mkata ward has forbidden to cut trees in the Mkapa ward.
Swahili,Wale wari wa liwali wale wali wa liwali.," Let those maidens of the liwali (former Muslim government representative) eat the rice of the liwali. ""Wari"" is sometimes spelt ""wali""."
Swahili,Kipi kikusikitishacho?," What makes you feel sorry? or ""What's bugging you?"
Swahili,Karim ni mkarimu na ana karamu., Karim is generous and he has a party.
Swahili,Kale kakuku kadogo ka kaka kako wapi kaka?," Where are your chickens, brother?"
Swahili,Mkaidi hafaidi hadi siku ya Idi.," The obstinate person (Mkaidi) doesn't profit/gain/get ahead (hafaidi) until (hadi) the festival of Idi (siku ya Idi), that is, until the day at the end of Ramadan: A stubborn person doesn't get ahead until a long time has passed."
Swahili,Haraka haraka haina baraka., Hurry hurry has no blessings (haste makes waste).
Swahili,Juzi mjuzi akala mchuzi wa mjusi., The day before yesterday the wise man ate lizzard soup.
Swahili,"Tupe tupate, tumtupie Tapu", Give (it) to us so we can have (it) in order to pass (it) on to Tapu.
Swahili,"Nina wamnunia nani, Nunu nae keshanuna"," Who are you sulking at, Nina, Nunu is already sulking."
Swahili,Nimenufaika kutunukiwa tunu na Nunu., I have benefited from a rare gift from Nunu.
Swahili,Kikujiacho kitakachokuondoka., What comes to you will leave you.
Swahili,Hapo ulipo upo upo, Is there a ladle (there) where you are?
Swahili,Twanga tope ni twange tope tope hilo la twangwa je?, (?)
Swedish tungvrickare,"Sju skönsjungande sjuksköterskor skötte sjuttiosju sjösjuka sjömän på skeppet ""Shanghai""."," Seven beautifully singing nurses took care of seven sea-sick seamen on the ship ""Shanghai""."
Swedish tungvrickare,Barbros bror badade bara i Barsebäck., Barbra's brother only bathes in Barback.
Swedish tungvrickare,Pappa hänger upp hinkar i taket., Father is hanging buckets from the ceiling.
Swedish tungvrickare,"Ett pepparkorn i en kopparpanna, två pepparkorn i en kopparpanna, tre pepparkorn i en kopparpanna, fyra ..., fem ..., sex ..., sju ..., åtta ..., nio ...."," One peppercorn in a copper pan, two pepperkorns in a copper pan, two pepperkorns in a copper pan, ..."
Swedish tungvrickare,Packa pappas kappsäck med åtta pepparkorn., Pack Daddy's portmanteau with eight peppercorns.
Swedish tungvrickare,Sju sjösjukliga sjömän sköttes av sjutton sköna sjuksköterskor., Seven seasick seamen were nursed by seventeen beautiful nurses. German: Sieben seekranke Seemänner wurden von siebzehn schönen Krankenschwestern gepflegt.
Swedish tungvrickare,Droskkusken Max kuskar med fuxar och fuskar med droskkusktaxan., Horse cab driver Max is driving with chestnut horses and is cheating with the cab fee.
Swedish tungvrickare,Ställ stället i ställ-stället i stallet istället., Put the rack in the rack-stand in the stable instead.
Swedish tungvrickare,Knut satt vid en knut och knöt en knut. När Knut knutit knuten var knuten knuten.," Knut was sitting in a corner and tying a knot. When Knut had tied the knot the knot was tied. French: Knut était assis dans un coin faisant un noeud. Quand Knut avait fait le noeud, le noeud était fait."
Swedish tungvrickare,"Ö, ö, Hö ö, Hö ös mö."," Island, island, Grassy island, Grassy island's bride."
Swedish tungvrickare,"Had' dom int' i Haddom, så har dom väl i Hardom."," If they didn't have in Haddom, they'll sure have in Hardom."
Swedish tungvrickare,"Flyg, fula fluga, flyg, (över Ålands hav)! Och den fula flugan flög."," Fly, ugly fly, fly! (over the sea of Åland)! And the ugly fly flew."
Swedish tungvrickare,Sju sjösjuka sjömän sköttes av sjuttisju sköna sjuksköterskor på det sjunkande skeppet Shanghai.," Seven sea-sick seamen are been nursed by 77 beautiful nurses on the sinking ship ""Shanghai""."
Swedish tungvrickare,"Farfar, får får får? Nej, får får inte får, får får lamm."," Grandfather, do sheep have sheep? No sheep don't have sheep, sheep have lambs. German: Großvater, bekommen Schafe Schafe? Nein, Schafe bekommen keine Schafe, Schafe bekommen Lämmer."
Swedish tungvrickare,Cecilia cyklade genom centrala Cypern efter cigaretter och citroner., Cecilia rode a bicycle through Cypern after having a cigarette and a lemon.
Swedish tungvrickare,I åa ä e ö å i öa ä e å.," In the stream there is an island and in the island there is a stream. (å = stream, ö = island)"
Swedish tungvrickare,Sju sköna sjösjuka sjuksköterskor på skeppet Shanghai.," Seven beautiful seasick nurses are shipping on the ""Shanghai""."
Swedish tungvrickare,Sex vaxade laxar i en vaxad laxask, Six waxed salmons in a waxed salmon box
Swedish tungvrickare,"Sju sjösjuka sjömän på skeppet Shanghai, sköljde sju skjortor i sjön."," Seven seasick seamen on the ship ""Shanghai"" washed seven shirts in the sea."
Swedish tungvrickare,Sex laxar i en lackask, Six salmons in a small laquered wooden box
Swedish tungvrickare,"Kvistfritt kvastskaft, kvistfritt kvastskaft, kvistfritt kvastskaft, ...", A broomstick free of knags
Swedish tungvrickare,Sju sjuka sjuksköterskor tvättade sina skitiga stjärtar i rosa champagne., Seven sick nurses washed their dirty behinds in pink champagne.
Swedish tungvrickare,Droskkusken Max kuskar med fuxar och fuskar med droskkusktaxan., Horse cab driver Max is driving with chestnuts (horses) and is cheating with the cab fee.
Swedish tungvrickare,"Dessa dagar kan man inte kalla kalla, de borde heta heta."," These days can't be called cold, they should be called hot.
"
Swedish tungvrickare,Visst måste Mats sitta sist., Of course Mats is the one who has to sit in the back.
Swedish tungvrickare,Sotaren Selma samlar semlor. Se så många semlor Selma samlat., Selma the chimney sweep collects buns. See so many buns Selma has collected.
Swedish tungvrickare,Jag såg en såg och vart jag såg så såg jag bara såg vid såg., I saw a saw and where I saw (it) there was only a saw by a saw.
Swedish tungvrickare,Herbstskts, 8 consonants in a row
Swedish tungvrickare,Den gröna hönan gröpte gröt. Grön blev grunkans gröööööööt., The green hen scooped porridge. Green became the thing’s pooooooorridge.
Swedish tungvrickare,Att få en väska att växa av vätska är svårt., To make a bag to grow of liquid is hard.
Swedish tungvrickare,Sex laxar i en lax ask., Six salmons in a salmon box.
Swedish tungvrickare,Flug fula fluga och den fula flugan flög., Fly ugly fly and the ugly fly flew.
Swedish tungvrickare,"E' de' de' de' e'? Jia, de' e' de' de' e'!"," Is that what it is? Yes, that is what it is!"
Swedish tungvrickare,Ställ stoet i stallet i Stöllet istället din stolle !," Put the mare in the stable in Stöllet (a village in western Sweden) instead you nut!
"
Swedish tungvrickare,Som ”Frukt och Grönt” men med större mellanrum mellan Frukt och och och och och Grönt!, Like ” Fruit and Vegetables” but with bigger spaces between Fruit and and and and and Vegetables!
Swedish tungvrickare,Di å dodi di do di, (Lady) Di and Dodi they died.
Swedish tungvrickare,En stursk struts krubbade kruska på ett kvistfritt kvastskaft., A saucy ostrich munched boiled seeds on a twigless broomstick.
Swedish tungvrickare,Ha to he to he ha ja he he, Did you? I did so too.
Swedish tungvrickare,Typiskt västkustsk köksväxt, typical west-coast plant used for cooking
Swedish tungvrickare,Västsvensk tidningsdistribution, West Swedish Newspaper Distribution
Swedish tungvrickare,"Ha o he ho?
He ha o he.", Has she? She has.
Swedish tungvrickare,Ta ti tu tå., You take them then.
Swedish tungvrickare,Sju sjuksköterskor skötte sju sjösjuka sjömen på skeppet Shangai., Seven nurses took care of seven seasick sea-men on the ship Shanghai.
Swedish tungvrickare,Har herrarna här hört hur Hanssons halta höna har hickat hela hösten., Have you gentlemen here heard how Hansson's limping hen has been hiccupping the whole autumn
Tagalog or Filipino,"Pugong bukid, pugong gubat"," Farm quail, forest quail"
Tagalog or Filipino,"Kabilugan ng Buwan, Buwan ng Kabilugan"," Full moon, moon full"
Tagalog or Filipino,"Butiki, bituka, butika"," Lizard, intestine, drug store"
Tagalog or Filipino,"Buwan ng kabilugan, kabilugan ng buwan."," Month of fullmoon, fullmoon."
Tagalog or Filipino,"Palakang Kabkab, kumakalabukab, kaka-kalabukab pa lamang, kumakalabukab na naman."," A Kabkab Frog, croaking, it was just croaking, now it's croaking again."
Tagalog or Filipino,Sinusi ni Susan ang sisidlan ng sisiw., Susan locked the cage of the chicks.
Tagalog or Filipino,pitumput-pitong puting pating, 77 white sharks
Tagalog or Filipino,"Notebook at aklat, notebook at aklat, notebook at aklat, ...", Notebook and book
Tagalog or Filipino,Bababa ka Ba? Bababa din ako!, Are you going down? I am also going down.
